"";"FECHA";"CONSUMO"
"700";2020-01-30 03:00:00;88,54
"701";2020-01-30 04:00:00;89,12
"702";2020-01-30 05:00:00;89,7
"703";2020-01-30 06:00:00;98,91
"704";2020-01-30 07:00:00;335,22
"705";2020-01-30 08:00:00;512,9
"706";2020-01-30 09:00:00;513,49
"707";2020-01-30 10:00:00;524,96
"708";2020-01-30 11:00:00;530,15
"709";2020-01-30 12:00:00;524,97
"710";2020-01-30 13:00:00;508,3
"711";2020-01-30 14:00:00;531,89
"712";2020-01-30 15:00:00;539,35
"713";2020-01-30 16:00:00;531,87
"714";2020-01-30 17:00:00;473,8
"715";2020-01-30 18:00:00;377,2
"716";2020-01-30 19:00:00;344,43
"717";2020-01-30 20:00:00;251,27
"718";2020-01-30 21:00:00;96,04
"719";2020-01-30 22:00:00;85,66
"720";2020-01-30 23:00:00;86,24
"721";2020-01-31 00:00:00;87,97
"722";2020-01-31 01:00:00;89,12
"723";2020-01-31 02:00:00;90,85
"724";2020-01-31 03:00:00;85,09
"725";2020-01-31 04:00:00;89,12
"726";2020-01-31 05:00:00;93,15
"727";2020-01-31 06:00:00;102,92
"728";2020-01-31 07:00:00;307,06
"729";2020-01-31 08:00:00;511,18
"730";2020-01-31 09:00:00;549,7
"731";2020-01-31 10:00:00;552
"732";2020-01-31 11:00:00;550,85
"733";2020-01-31 12:00:00;539,93
"734";2020-01-31 13:00:00;531,88
"735";2020-01-31 14:00:00;565,8
"736";2020-01-31 15:00:00;575,59
"737";2020-01-31 16:00:00;566,39
"738";2020-01-31 17:00:00;501,99
"739";2020-01-31 18:00:00;424,35
"740";2020-01-31 19:00:00;402,5
"741";2020-01-31 20:00:00;298,99
"742";2020-01-31 21:00:00;110,4
"743";2020-01-31 22:00:00;97,17
"744";2020-01-31 23:00:00;101,21
